player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
14712,SJ Srivastava,Right hand Bat,Left arm Fast medium, ,Shalabh Jagdishprasad Srivastava,Shalabh Jagdishprasad,
8082,R Sanjay Yadav,Left hand Bat,Slow Left arm Orthodox, ,Ramsingh  Sanjay Yadav,Ramsingh  Sanjay,
15150,SB Wagh,Left hand Bat,Left arm Medium fast, ,Shrikant Bhaskar Wagh,Shrikant Bhaskar,
179,KK Nair,Right hand Bat,Right arm Offbreak, ,Karun Nair,Karun Nair,https://www.espncricinfo.com/cricketers/karun-nair-398439
228,Harbhajan Singh,Right hand Bat,Right arm Offbreak, ,Harbhajan Singh,Harbhajan Singh,
1035,LMP Simmons,Right hand Bat,Right arm Medium fast,Occasional Wicketkeeper,Lendl Mark Platter Simmons,Lendl Mark,
13502,Shoaib Ahmed,Right hand Bat,Right arm Fast medium, ,Syed Mohammad Shoaib Ahmed,Syed Mohammad,
13763,D du Preez,Right hand Bat,Right arm Fast medium, ,Dillon du Preez,Dillon du,
3393,AJ Turner,Right hand Bat,Right arm Offbreak, ,Ashton James Turner,Ashton James,
15818,RV Gomez,Right hand Bat,Right arm Medium, ,Raiphi Vincent Gomez,Raiphi Vincent,
389,SS Iyer,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Shreyas Santosh Iyer,Shreyas Santosh,
12007,AC Gilchrist,Left hand Bat,Right arm Offbreak,Wicketkeeper,Adam Craig Gilchrist,Adam Craig,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319600/319684.png"
1377,E Lewis,Left hand Bat, , ,Evin Lewis,Evin Lewis,
4058,SS Cottrell,Right hand Bat,Left arm Fast medium, ,Sheldon Shane Cottrell,Sheldon Shane,
37119,Parvez Rasool,Right hand Bat,Right arm Offbreak, ,Parvez Ghulam Rasool Zargar,Parvez Ghulam,
1419,Mujeeb Ur Rahman,Right hand Bat,Right arm Offbreak, ,Mujeeb Ur Rahman,Mujeeb Ur,
12010,A Symonds,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Andrew Symonds,Andrew Symonds,
13267,Harmeet Singh,Right hand Bat,Right arm Medium, ,Harmeet Singh Bansal,Harmeet Singh,
3246,JL Denly,Right hand Bat,Legbreak, ,Joseph Liam Denly,Joseph Liam,
13250,RS Bopara,Right hand Bat,Right arm Medium, ,Ravinder Singh Bopara,Ravinder Singh,
613,Washington Sundar,Left hand Bat,Right arm Offbreak, ,Washington Sundar,Washington Sundar,https://www.espncricinfo.com/cricketers/washington-sundar-719715
7024,Shashank Singh,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Shashank Singh,Shashank Singh,https://www.espncricinfo.com/cricketers/shashank-singh-377534
4047,A Nortje,Right hand Bat,Right arm Fast, ,Anrich Arno Nortje,Anrich Arno,
1559,A Dananjaya,Left hand Bat,"Right arm Offbreak, Legbreak", ,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,Mahamarakkala Kurukulasooriya,
495,S Kaul,Right hand Bat,Right arm Medium, ,Siddarth Kaul,Siddarth Kaul,
1580,Shubman Gill,Right hand Bat,Right arm Offbreak, ,Shubman Gill,Shubman Gill,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shubman%20Gill.png
34089,KH Devdhar,Right hand Bat, ,Wicketkeeper,Kedar Hemant Devdhar,Kedar Hemant,
1409,KL Rahul,Right hand Bat, ,Wicketkeeper,Kannaur Lokesh Rahul,Kannaur Lokesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KL%20Rahul.png
34304,M de Lange,Right hand Bat,Right arm Fast, ,Marchant de Lange,Marchant de,
11961,WA Mota,Right hand Bat,Right arm Medium, ,Wilkin Arvind Mota,Wilkin Arvind,
51,MS Gony,Right hand Bat,Right arm Medium, ,Manpreet Singh Gony,Manpreet Singh,
36609,X Thalaivan Sargunam,Right hand Bat,Right arm Offbreak, ,Xavier Thalaivan Sargunam,Xavier Thalaivan,
13198,A Flintoff,Right hand Bat,Right arm Fast medium, ,Andrew Flintoff,Andrew Flintoff,
3076,SC Kuggeleijn,Right hand Bat,Right arm Fast medium, ,Scott Christopher Kuggeleijn,Scott Christopher,
219,AS Rajpoot,Right hand Bat,Right arm Medium, ,Ankit Singh Rajpoot,Ankit Singh,
230,SL Malinga,Right hand Bat,Right arm Fast, ,Separamadu Lasith Malinga,Separamadu Lasith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lasith%20Malinga.png
1386,M Markande,Right hand Bat,Legbreak, ,Mayank Markande,Mayank Markande,https://www.espncricinfo.com/cricketers/mayank-markande-1081442
75,MM Sharma,Right hand Bat,Right arm Medium, ,Mohit Mahipal Sharma,Mohit Mahipal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohit%20Sharma.png
12014,SB Bangar,Right hand Bat,Right arm Medium fast, ,Sanjay Bapusaheb Bangar,Sanjay Bapusaheb,
12147,Sohail Tanvir,Left hand Bat,Left arm Medium fast, ,Sohail Tanvir,Sohail Tanvir,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320472.1.png"
37979,BR Dunk,Left hand Bat,Right arm Offbreak,Wicketkeeper,Ben Robert Dunk,Ben Robert,
308,I Sharma,Right hand Bat,Right arm Fast medium, ,Ishant Sharma,Ishant Sharma,https://www.espncricinfo.com/cricketers/ishant-sharma-236779
9371,Akash Madhwal,Right hand Bat,Right arm Medium fast, ,Akash Madhwal,Akash Madhwal,https://www.espncricinfo.com/cricketers/akash-madhwal-1206039
40813,SM Boland,Right hand Bat,Right arm Fast medium, ,Scott Michael Boland,Scott Michael,
9931,H Sharma,Right hand Bat,Legbreak, ,Himanshu Sharma,Himanshu Sharma,
13497,AA Bilakhia,Right hand Bat,Right arm Medium, ,Azharuddin Anjum Bilakhia,Azharuddin Anjum,
35153,MJ Clarke,Right hand Bat,Slow Left arm Orthodox, ,Michael John Clarke,Michael John,
8372,HC Brook,Right hand Bat,Right arm Medium, ,Harry Cherrington Brook,Harry Cherrington,
11919,SC Ganguly,Left hand Bat,Right arm Medium, ,Sourav Chandidas Ganguly,Sourav Chandidas,
4,KM Jadhav,Right hand Bat,Right arm Offbreak, ,Kedar Mahadav Jadhav,Kedar Mahadav,
29,KA Pollard,Right hand Bat,Right arm Medium, ,Kieron Adrian Pollard,Kieron Adrian,
6713,PBB Rajapaksa,Left hand Bat,Right arm Medium, ,Pramod Bhanuka Bandara Rajapaksa,Pramod Bhanuka,
14622,SE Bond,Right hand Bat,Right arm Fast, ,Shane Edward Bond,Shane Edward,
2329,JPR Scantlebury-Searles,Right hand Bat,Right arm Fast medium, ,Javon Philip Ramon Scantlebury-Searles,Javon Philip,
172,P Negi,Left hand Bat,Slow Left arm Orthodox, ,Pawan Negi,Pawan Negi,
12032,DPMD Jayawardene,Right hand Bat,Right arm Medium, ,Denagamage Proboth Mahela de Silva Jayawardene,Denagamage Proboth,
604,MG Johnson,Left hand Bat,Left arm Fast, ,Mitchell Guy Johnson,Mitchell Guy,
12738,RR Powar,Right hand Bat,Right arm Offbreak, ,Ramesh Rajaram Powar,Ramesh Rajaram,
14726,FY Fazal,Left hand Bat,Right arm Medium, ,Faiz Yakub Fazal,Faiz Yakub,
11951,M Muralitharan,Right hand Bat,Right arm Offbreak, ,Muthiah Muralidaran,Muthiah Muralidaran,
6880,JM Sharma,Right hand Bat, ,Wicketkeeper,Jitesh Mohan Sharma,Jitesh Mohan,
12465,DT Patil,Right hand Bat, ,Wicketkeeper,Devraj Thyagaraj Patil,Devraj Thyagaraj,
11953,JR Hopes,Right hand Bat,Right arm Medium, ,James Redfern Hopes,James Redfern,
6885,VG Arora,Right hand Bat,Right arm Fast medium, ,Vaibhav Gopal Arora,Vaibhav Gopal,
9225,AJ Hosein,Left hand Bat,Slow Left arm Orthodox, ,Akeal Jerome Hosein,Akeal Jerome,
16862,CJ Ferguson,Right hand Bat,Right arm Medium, ,Callum James Ferguson,Callum James,
14985,KAJ Roach,Right hand Bat,Right arm Fast medium, ,Kemar Andre Jamal Roach,Kemar Andre,
400,EJG Morgan,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Eoin Joseph Gerard Morgan,Eoin Joseph,
